#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	16.859	BMH1	TIF2	16.859	11.619	2.198	13.295	2.733	8.511	0.602	2.407		0.943	-0.109			1.772	2.621	2.673	1.441	-0.118	0.209	-0.503		1.264	0.864	0.760	12.154	1.951	-0.343			1.182	-0.606	PPI
0.997	12.774	CAA42329	PMS1	1.289	3.086	-2.388	12.774	-0.846	12.063		2.850	0.089		-0.075			-1.308	-2.161	-0.407	-0.719	0.543		0.000		-0.056	-0.560	0.000	15.041	-0.819	-0.185	0.000		-0.583		Complex
0.999	14.422	PRP22	TEF2	3.462	0.436	-2.911	14.422	1.308	12.055	-0.278	2.331		-0.424	-0.075		0.210	-0.704	-1.917	0.605	-0.662	0.063	0.795	0.000		-0.437	0.203	0.000	14.284	-0.504				1.030		Complex
1.000	14.906	EHD3	TEF1	4.166	3.815	-4.160	14.906	0.097	12.056	0.000	1.163	-0.093	0.364	-0.075			1.394	0.045	0.696	-0.729	0.236	-0.303			-0.259	0.391		13.941	-0.350				-0.416	-0.227	Complex
0.857	8.697	EHD3	KRS1	8.697	7.442	-2.938	1.682	4.430	-0.437	-0.668	0.974		3.214	-0.109			1.293	1.812	2.124	-0.832	-0.198	-0.339			0.720	3.112		5.385	-0.456	-0.343			-0.596	0.358	PPI
1.000	30.522	RPL4A	TEF2	21.581	23.164	1.000	30.522	6.111	15.319	0.000	4.009	-0.093	2.890	-0.075			2.361	4.130	6.359	0.841	0.000	0.618	0.962		-0.260	0.705	0.283	22.532	5.541				1.263	4.588	Complex
0.938	9.624	POL30	TEF2	9.624	7.360	1.378	3.127	1.831	2.410	-0.273	2.607		1.403	0.000			1.647	4.188	0.245	-1.134	-0.158	0.726	-0.212		-0.531	0.412	-0.189	3.747	-0.953				-0.310	1.487	PPI
0.969	10.336	PAC1	OLA1	9.681	10.336	-4.359	4.557	3.869	-0.195	-0.764	1.026	0.052	3.590	0.169			2.589	4.561	0.587	-0.005	1.013	-0.522	-0.543			-1.029		5.779							Metabolic
1.000	17.846	BMH1	RPL4A	17.846	15.608	1.549	15.218	3.897	7.175	-0.668	3.906		1.358	-0.109			2.288	4.000	3.874	3.299	0.000	-0.423	-0.110		0.561	0.688	0.760	10.681	2.932	-0.172			-0.955	-0.705	PPI
0.923	9.388	PAC1	TUB2	9.388	6.462	-1.100	2.138	1.519	1.729	4.326	0.389		-0.356	-0.109			1.891	3.694	0.719	-1.156	0.647	-0.386	-0.212			-1.045	-0.281	5.847							PPI
1.000	22.790	RPL4A	SAM1	14.878	13.438	-4.021	22.790	2.925	13.329	0.000	2.331	-0.093	2.155	-0.075			2.218	1.467	0.893	-0.648	0.000	-0.303	0.080		2.108	-0.425	-0.206	19.263	1.562	-0.201			-0.416	-0.244	Complex
1.000	14.978	POL30	RPS11A	14.978	14.341	4.710	8.058	7.099	3.253	-0.273	2.407		0.885	-0.109			1.717	4.900	6.136	4.770	1.163	0.231	-0.112		-0.575	-0.560	0.173	4.738	5.080				-0.742	3.509	PPI
1.000	24.019	CAA42329	RPL7A	11.297	15.411	-2.995	24.019	3.072	15.011		2.850	0.089		0.075			2.921	3.255	0.534	0.132	0.118	0.119	1.943		-0.286	0.233	0.000	15.041	1.231	2.262			1.252	2.069	Complex
1.000	20.985	HSC82	CAR2	4.736	6.125	-5.454	20.985	1.493	13.798	-0.278	2.029	0.089	1.710	-0.075			2.219	4.429	1.727	-0.138	0.178	-0.114	0.080		0.352	0.427	0.283	15.396	0.267	0.242	0.356		0.562	-0.502	Complex
1.000	16.352	PAC1	HSP60	4.751	6.622	-4.409	16.352	0.990	12.546	-0.278	0.601		0.420	-0.075		0.210	1.939	1.040	1.302	1.066		-0.249	0.080			0.509		12.401							Complex
1.000	15.154	POL30	EFT1	13.053	15.154	-2.043	5.746	4.413	1.975	-0.218	3.899	0.098	0.939	2.534			1.515	9.641	0.150	-1.538	1.357	0.611	-1.585		-0.902	2.149	0.000	3.741	1.115	-0.071			-1.069	-0.517	Metabolic
1.000	17.378	SSC1	EFT1	14.425	13.407	0.746	17.378	2.388	8.913	0.000	2.850	-0.093	0.440	0.381			2.499	4.838	3.398	-0.910		0.285	-0.091		0.104	0.283		10.898	2.383	2.378			1.317	-0.508	Complex
1.000	19.093	TIF2	RPP0	15.623	18.525	-2.193	19.093	5.214	7.517	0.680	2.331		0.952	0.075			2.324	4.748	3.622	1.590	-0.322	0.217	0.080		0.285	0.685	-0.206	14.170	1.974	0.242			2.590	1.873	Complex
1.000	22.994	TIF2	GUA1	12.054	12.932	-2.939	22.994	4.360	13.591	0.000	2.029	0.089	1.710	-0.075			1.290	3.320	1.344	0.305	-0.246	0.566	0.080		-0.020	-0.229	0.474	19.571	1.732	0.974	0.470		1.427	0.660	Complex
1.000	25.746	KRS1	TEF4	16.647	21.867	0.612	25.746	6.378	13.796	-0.278	1.163	0.089	2.173	-0.075			2.499	6.464	4.916	1.297	0.997				0.602	1.161	0.474	19.381	1.883	0.242			1.195	5.141	Complex
1.000	18.152	SSC1	TIF1	9.958	11.775	0.314	18.152	1.927	9.703	0.000	2.029	0.089	2.155	-0.075			2.324	4.405	2.377	0.567		0.252	-0.091		0.252	0.894		12.263	1.497	-0.201	0.825		1.203	0.170	Complex
1.000	15.865	CAA42329	EFT1	11.344	14.993	-2.028	15.865	2.501	7.517		2.850	-0.093		0.887			2.202	3.657	1.302	-0.867	-0.276	-0.185	-0.091		0.428	1.291	0.000	8.761	1.079	-0.201			2.209	-0.233	Complex
1.000	15.260	CAA42329	OLA1	7.326	10.697	-0.352	15.260	2.029	7.187		4.009	-0.093		-0.075			2.202	2.349	1.302	1.500	0.338	-0.105	0.080		0.093	1.037		9.920	0.091	-0.201	0.356	-0.243	1.284		Complex
1.000	17.493	CAA42329	TEF2	12.906	12.329	0.080	17.493	1.819	8.729		4.009	0.089		-0.075			2.921	2.791	1.466	-0.876	-0.199	-0.303	1.943		0.610	0.375	-0.206	9.920	2.851				1.930	-0.433	Complex
1.000	24.622	CAA42329	HSP60	13.807	15.315	1.249	24.622	3.340	15.346		2.850	0.089		0.075			2.921	3.112	1.277	1.038		0.187	1.836		3.845	2.728		15.041	1.146	-0.201	0.356	0.858	1.151		Complex
0.996	12.535	SNU23	BMH1	1.210	3.360	-2.420	12.535	-0.185	12.058	-0.278	1.163	0.089	-0.595	-0.075			0.359	0.771	-1.175	1.138	0.426	-0.254	-0.855		0.745			11.740	-0.747	-0.201			-0.439	0.095	Complex
1.000	15.968	SSC1	TEF2	14.117	14.102	0.628	15.968	1.240	7.956	0.000	2.850	-0.093	1.870	-0.075			2.218	3.900	1.599	-0.884		0.426	-0.091		0.267	-0.212		10.401	1.259				1.263	-0.233	Complex
1.000	14.716	PRP22	TEF1	3.861	0.982	-3.204	14.716	1.323	12.055	0.000	2.331		-0.424	-0.075		0.210	-0.704	-1.917	0.605	-0.662	0.063	0.795	0.000		-0.437	0.203	0.000	14.864	-0.504				1.030		Complex
0.989	11.394	TUB2	FDH1	0.234	0.242	-3.209	11.394	-1.067	12.175	-0.278	0.275		0.247			-0.305	0.346											11.342	-0.409					-0.619	Complex
0.999	13.955	CAA42329	RPS11A	7.099	9.373	-2.620	13.955	2.615	5.735		2.850	-0.093		-0.075			2.921	0.763	0.429	0.161	-0.224	0.119	1.943		-0.468	1.131	0.000	8.761	1.575				1.860	0.766	Complex
1.000	16.912	BMH1	PGI1	12.218	15.251	-0.209	16.912	3.743	6.259	0.680	2.331	0.089	1.448	0.000			2.361	3.396	1.364	1.900	0.177	1.176	0.962		-0.722	0.231	0.474	10.730	0.161	1.831			0.102	-0.508	Complex
1.000	16.100	KRS1	TEF2	16.100	15.174	-3.099	15.504	4.479	6.082	-0.668	2.607		1.313	0.000			2.288	3.204	1.580	-0.772	0.203	0.315			-0.481	-0.262	0.173	9.276	0.434				1.683	4.225	PPI
1.000	27.215	TIF2	PAB1	17.879	19.736	1.172	27.215	4.231	16.300	0.680	2.331	0.089	1.492	0.075		0.621	1.394	4.934	0.951	0.585	0.195	-0.105	-0.091		2.591	0.352	0.000	21.262	3.143	0.242			-0.393	1.283	Complex
1.000	24.454	KRS1	EFT1	14.040	14.441	-1.522	24.454	4.338	13.796	0.000	2.850	-0.093	0.683	0.381			2.499	6.495	3.738	-0.197	1.132	0.623			0.390	0.593	0.283	18.530	2.636	0.242			1.715	0.369	Complex
1.000	19.467	TIF2	PGK1	14.335	14.955	-0.503	19.467	3.336	9.612	0.680	2.850	0.089	0.952	0.075			1.872	3.057	0.974	-0.606	0.236	1.207	0.187		1.940	2.755	0.000	11.003	2.002	-0.201	0.000		2.590	0.213	Complex
0.998	13.118	CAA42329	TEF4	7.760	10.165	-1.546	13.118	2.030	7.738		1.134	0.089		-0.075			2.202	3.203	1.508	-0.813	-0.080				0.275	1.545	0.000	7.045	1.899	-0.201			1.284	0.246	Complex
1.000	25.363	KRS1	RPS11A	14.721	17.988	-3.847	25.363	6.387	13.471	-0.278	2.850	0.089	0.420	-0.075			2.499	4.287	2.951	2.364	0.061	0.129			-0.137	0.910	0.283	18.312	4.038				1.252	5.141	Complex
1.000	21.903	RVB2	RPL7A	12.359	11.639	-2.825	21.903	4.105	13.798	-0.278	2.959	0.089	-0.373	0.000			1.604	3.992	2.400	0.408	-0.179		0.000		0.654	-0.312		16.062	-0.391	-0.016			1.195	3.362	Complex
0.839	8.561	SSC1	RPS11A	8.561	6.118	-2.321	3.600	2.734	1.503	-0.273	1.503		1.091	0.000			2.003	3.404	0.335	-1.624		-0.295	-0.110		-0.621	-0.560		1.055	2.562				0.952	0.300	PPI
1.000	26.444	TIF2	RPL20A	17.439	16.815	-0.383	26.444	5.142	14.924	0.680	2.331		1.288	0.075		0.210	1.793	4.621	0.872	2.163	0.214	0.338	0.080		3.864	0.410	0.000	20.697	2.347				1.705	1.584	Complex
1.000	28.487	RPL20A	RPS11A	25.763	28.487	10.033	20.972	11.604	4.377	3.320	2.401		2.972	0.774			3.040	11.122	6.169	10.220	2.143	1.184	1.835		5.890	5.088	1.502	18.226	6.769				4.859	8.361	Metabolic
0.937	9.615	HIS5	LEU1	8.249	9.615	1.697	1.423	3.969	0.605	-0.218	1.670		3.590															3.807	3.449	-0.273	1.929	0.320		1.719	Metabolic
1.000	22.199	TUB2	SAH1	12.309	13.516	-2.168	22.199	2.258	13.797	-0.278	2.331		1.806	-0.075			2.361	4.336	1.823	-0.722	-0.224	-0.185	0.791		0.275	0.657	-0.206	17.563	2.546	-0.201			0.481		Complex
1.000	19.217	SSC1	SPE3	8.242	12.097	-2.212	19.217	2.666	12.026	-0.278	1.134	0.089	1.288	0.075			2.218	3.395	0.979	-0.303		0.172	-0.091		0.766	0.729		16.353	1.998	0.258	-0.290	-0.243	1.446	-1.159	Complex
0.997	12.802	TIF2	ADO1	6.594	9.631	-1.839	12.802	3.021	6.260	-0.278	2.029	-0.093	0.094	-0.075			1.843	1.916	1.801	0.229	0.410	1.484	-0.548		-0.301	1.130	-0.206	9.806	1.098	0.258				0.382	Complex
0.999	13.794	RPL4A	POL30	13.243	13.794	-1.261	7.976	8.058	0.337	-0.764	3.031	0.201	1.223	-0.206			1.914	5.056	2.748	6.418	-0.193	0.728	1.192		0.725	-1.227	0.663	4.562	4.741	-0.071			-1.122	4.730	Metabolic
1.000	18.702	ADO1	EFT1	7.631	11.052	-3.204	18.702	2.931	12.540	-0.278	2.331	-0.093	-0.373	0.075			1.569	2.396	1.737	-0.948	-0.209	0.672	-0.091		0.492	-0.033	0.000	14.989	2.669	0.258				-0.508	Complex
1.000	26.858	RPL4A	KRS1	15.106	18.934	-1.731	26.858	6.719	13.736	-0.278	2.850	0.089	1.448	0.075			2.218	7.854	3.528	3.317	0.000	0.623			0.547	2.573	0.757	20.021	5.357	0.523			1.284	5.141	Complex
1.000	20.258	TIF2	SPE3	11.213	9.058	-5.753	20.258	3.392	12.799	-0.278	1.163	-0.093	1.806	0.075			1.394	2.985	1.569	2.208		0.713	-0.091		-0.310	0.020	0.283	17.695	0.474	0.258	0.356		0.562	-0.772	Complex
1.000	21.389	SSC1	TEF4	10.371	11.533	-5.235	21.389	2.367	13.809	0.293	1.163	0.089	1.383	0.075	-0.289		2.499	3.936	2.813	-0.757					0.655	0.495		15.814	2.331	0.242			1.317	0.318	Complex
1.000	26.631	RPL20A	TEF4	17.270	20.731	1.150	26.631	6.349	13.590	0.680	1.364		2.155	0.381			2.111	6.879	2.190	2.764	1.156				0.955	0.909	0.474	20.135	3.172				1.037	5.141	Complex
1.000	24.712	PGK1	RPL4A	11.708	15.806	-2.363	24.712	2.079	14.969	-0.278	2.850	0.089	2.674	-0.075			2.404	2.768	0.627	0.258	0.000	-0.059	0.962		-0.286	1.167	-0.206	18.764	1.704	2.262			1.317	0.246	Complex
1.000	24.273	RVB2	RPL4A	11.473	12.820	0.613	24.273	5.860	13.798	0.000	2.959	-0.093	0.221	-0.075			1.604	4.928	2.136	1.712	0.000		-0.091		0.750	0.320		18.433	-0.159	-0.201			1.263	4.573	Complex
1.000	15.288	TIF2	SAM1	11.194	9.805	-0.143	15.288	2.042	7.618	0.000	2.331	0.089	1.545	-0.075			1.738	1.805	0.253	-0.239	0.410	-0.254	-0.548		0.489	0.254	0.145	11.377	1.991	-0.201	0.825		0.248	-0.227	Complex
1.000	16.596	RVB2	CAR2	5.189	3.763	-7.593	16.596	0.755	13.589	-0.278	1.163	0.089	0.324	0.000			0.953	2.028	0.004	-0.489	-0.080		-0.206		-0.662	0.892		13.002	-0.822	-0.201			0.368	0.578	Complex
1.000	20.374	PGK1	CAR2	8.379	9.517	-1.896	20.374	2.245	14.018	-0.278	2.029	0.089	1.710	-0.075			0.637	2.736	0.850	-0.496	-0.080	0.217	0.187		0.419	2.268	-0.206	14.927	-0.668	-0.201	0.356		1.203	0.232	Complex
1.000	22.823	RPL4A	PGI1	13.005	16.170	-1.710	22.823	3.581	12.538	-0.278	2.850	-0.093	1.940	-0.075			2.361	2.553	1.081	1.205	0.000	-0.303	1.069		-0.551	0.968	0.757	18.846	0.462	-0.201			2.307	-0.270	Complex
1.000	21.440	PGK1	RPL20A	10.224	12.068	-3.990	21.440	2.462	12.540	-0.278	2.331		1.940	-0.075			2.521	0.095	0.302	0.103	-0.365	0.314	1.664		-0.529	0.138	0.283	17.298	1.359				1.705	-0.200	Complex
1.000	19.175	TIF2	EFT1	19.175	18.854	-1.708	15.920	5.404	8.507	0.602	2.407		1.056	0.454		-0.612	1.357	7.508	1.052	-0.737	-0.413	0.417	-1.000		1.800	1.505	0.173	14.484	2.509	1.012			2.693	-0.164	PPI
1.000	28.534	RPL20A	TEF2	18.072	20.796	2.030	28.534	6.053	13.798	0.000	2.850		2.890	0.075			2.867	4.348	2.079	0.394	0.677	-0.105	1.836		-0.391	-0.070	-0.206	20.953	2.971				1.930	4.588	Complex
1.000	16.702	RVB2	PMS1	4.748	6.578	2.369	16.702	2.389	13.519	0.000	2.029	0.089	-0.544	-0.075			-0.704	0.732	1.039	1.051	0.194		0.187		1.446	-0.108		14.444	1.443	-0.185			-0.464		Complex
1.000	27.154	RPL20A	EFT1	19.343	21.609	-0.549	27.154	5.836	13.590	0.680	4.009		0.852	0.075			2.111	6.573	1.622	-0.135	0.621	0.677	0.000		0.497	0.261	0.145	21.702	4.309				1.860	0.071	Complex
1.000	17.716	PGK1	EFT2	12.639	16.127	-1.955	17.716	2.691	7.517	-0.278	2.850	-0.093	1.940	0.887			2.202	3.657	1.302	-0.867	-0.276	-0.185	-0.091		0.428	1.291	0.000	11.373	1.079	-0.201			2.209	-0.233	Complex
1.000	19.992	CAA42329	SAM1	8.241	7.946	-3.011	19.992	-0.700	14.075		4.009	0.089		-0.075	1.042		1.551	0.325	-0.146	-1.226	0.195	-0.303	0.187		-0.164	-0.182	-0.206	16.200	4.059	-0.201	-0.290	1.900	-0.271	-0.209	Complex
1.000	16.259	BAA09202	CAR2	4.942	3.520	1.485	16.259	-0.025	13.798		1.364	-0.093		-0.075			1.290	2.882	0.764	-1.010	-0.209	-0.254	0.187		-0.294	0.604	-0.206	13.555	-1.165	0.242			1.238	-1.133	Complex
1.000	19.572	CAA42329	ADO1	7.645	10.994	-2.968	19.572	3.424	12.526		2.331	0.089		-0.075			1.276	-0.480	1.010	0.083	-0.318	0.725	0.187		0.659	2.756	0.000	14.522	2.331	-0.185		-0.243		-0.270	Complex
1.000	20.060	TIF2	TEF2	15.760	15.575	1.963	20.060	4.905	8.513	0.680	2.331	-0.093	1.545	-0.075		0.210	2.043	3.748	2.279	0.392	0.590	0.618	0.080		1.466	0.873	0.474	13.219	3.800				1.930	1.584	Complex
1.000	22.159	TEF1	TEF2	17.818	22.159	-0.255	16.186	9.381	3.338	1.753		-0.108	1.938	-0.206	1.788	1.395	2.881	4.072	1.975	-0.704	1.229		1.630		2.287	-0.245		15.350	0.331				4.850		Metabolic
1.000	20.010	TIF2	TEF4	13.142	15.823	-2.472	20.010	5.443	9.585	0.680	1.163	-0.093	1.288	-0.075		-0.305	2.324	4.954	3.532	0.525	-0.199				0.485	1.075	0.145	14.760	0.799	-0.016			0.562	2.917	Complex
1.000	21.939	RPL20A	SAM1	9.749	9.385	-2.294	21.939	3.401	12.015	0.000	2.331		2.155	-0.075			2.111	1.495	-0.299	-0.931	0.174	-0.254	-0.091		0.926	-0.552	-0.206	19.501	1.402				-0.298	-0.244	Complex
0.813	8.379	PGK1	SPE3	6.267	8.379	-2.645	1.568	3.843	1.494	-0.764	1.180	0.175	1.129	0.000			1.322	1.278	-0.437	-0.055		2.140	-0.580		-0.400	1.950	-0.346	1.842	0.444	-0.273	-0.221	-0.110	0.855	-1.498	Metabolic
1.000	20.893	BAA09202	EFT2	9.373	10.459	-1.749	20.893	-0.544	14.452		4.009	-0.093	0.469	0.381			2.218	4.710	1.866	-0.943	-0.282	-0.185	-0.091		0.101	-0.161	0.000	16.200	1.981	-0.201			-0.129	-0.508	Complex
1.000	20.197	RVB1	TUB2	8.838	4.578	-4.383	20.197	1.181	14.017	0.000	2.959	-0.093	0.221	0.075			1.838	4.041	2.704	-0.594	0.292	0.080	-0.091		0.328	0.549	0.283	16.451	-1.175	-0.201			-0.439	-0.292	Complex
1.000	18.829	PGK1	PRP43	6.686	6.161	-4.440	18.829	1.066	13.723	-0.278	2.331	0.089	0.855	-0.075			1.118	2.171	0.708	-0.372	0.620	0.426	0.187		-0.302	0.705	-0.206	14.364	-0.810	-0.201		-0.243	1.030	-0.239	Complex
1.000	24.898	PGK1	RPL7A	11.931	15.804	-3.011	24.898	3.157	15.011	-0.278	2.850	0.089	1.073	0.075			2.921	3.255	0.534	0.132	0.118	0.119	1.943		-0.286	0.233	0.000	16.324	1.231	2.262			1.252	2.069	Complex
0.996	12.422	PGK1	RNH1	-0.593	3.707	1.163	12.422	-0.301	12.189	-0.278	1.268		-0.457						0.256	-0.917	0.797	0.187	0.187		-0.453	-0.381		12.244		-0.185					Complex
1.000	24.741	TIF2	RPS11A	14.598	18.112	-1.376	24.741	4.997	13.262	0.680	2.331	-0.093	1.269	0.075			2.219	4.679	1.903	1.585	-0.282	-0.114	0.080		0.317	0.398	0.000	20.016	1.599				1.860	1.873	Complex
1.000	23.584	SSC1	SAH1	13.272	14.371	0.444	23.584	3.379	13.469	0.000	2.850		1.169	0.075			2.641	5.628	2.398	-0.691		0.285	0.882		1.510	1.781		18.038	1.735	-0.201			-0.221		Complex
1.000	20.369	ATP1	SPE3	12.085	11.816	-6.356	20.369	3.869	13.273	-0.278	1.163	-0.093	0.420	0.075			1.939	4.549	1.915	2.093		1.826	-0.091		-0.559	-0.113	0.000	15.919	-0.736	0.000	0.356	0.618	-0.298		Complex
1.000	24.539	RVB1	HSP60	13.373	13.534	-0.352	24.539	5.274	14.017	0.293	2.029	0.089	0.618	0.381			1.838	6.556	4.862	2.793		0.728	0.000		0.255	1.688		14.551	1.510	-0.201			0.956		Complex
1.000	16.972	TUB2	SPE3	8.426	7.406	-1.431	16.972	1.689	12.056	-0.278	1.163	-0.093	1.288	-0.075			1.222	1.764	0.900	-0.035		-0.249	-0.091		0.163	-0.382	0.000	14.943	0.402	0.000			0.887	-0.491	Complex
0.996	12.415	TIF2	RNH1	-0.132	1.876	-1.748	12.415	0.664	12.189	-0.278	0.141		-0.301						-0.350	-0.417	0.692	-0.114	0.187		-0.214	-0.643		12.463		-0.185					Complex
1.000	16.410	PRP40	PRP22	5.967	7.320	5.463	16.410	2.758	13.513	0.680	1.163		-0.621	-0.075		-0.305	-0.704	0.655	0.469	0.382	0.383	-0.109	0.080		1.276	0.922	-0.206	14.276	2.453	0.242			0.228		Complex
0.999	14.187	RVB1	OLA1	8.038	10.318	-2.154	14.187	4.379	6.259	-0.278	2.331	0.089	-0.457	-0.075			1.939	3.976	3.603	1.779	1.080	1.381	0.187		1.281	0.418		9.367	2.238	-0.201			1.137		Complex
0.999	14.208	RVB2	EFT2	14.208	11.576	-1.279	13.694	3.611	6.753	-0.273	2.607		-0.084	0.454			1.140	6.939	1.717	-0.272	-0.198		-1.000		0.813	-0.100		9.401	-0.427	-0.343			1.565	0.436	PPI
1.000	19.572	ADO1	TEF4	10.157	11.099	-5.297	19.572	3.508	12.540	-0.278	1.163	0.089	0.355	-0.075			2.271	1.953	2.161	-0.678	-0.080				1.035	0.976	-0.206	16.015	2.663	0.539				1.118	Complex
1.000	15.041	HSP60	TIF1	14.844	11.554	0.747	15.041	2.985	6.208	0.000	2.029	-0.093	1.663	-0.075			2.324	4.422	4.467	1.780		0.525	0.080		1.682	1.992		7.690	2.070	-0.201	-0.674		0.368		Complex
0.999	13.655	TEF1	SAM1	10.723	8.527	1.052	13.655	0.095	7.407	0.000	2.850	-0.093	1.269	-0.075			2.202	1.569	-0.146	-0.780	0.393	-0.254	-0.091		0.113	-0.541	0.283	9.920	2.692				-0.284	-0.244	Complex
1.000	24.026	TIF2	TIF1	21.504	24.026	4.334	16.272	9.111	4.893	3.320			1.424	-0.206	2.594	1.395	1.495	4.451	-0.131	2.175	0.277		-0.641				0.663	17.376	3.573					1.686	Metabolic
0.997	12.727	PGK1	PMS1	0.695	1.997	-2.415	12.727	-0.938	12.063	-0.278	2.850	0.089	0.324	-0.075			-1.308	-2.161	-0.407	-0.719	0.543		0.000		-0.056	-0.560	0.000	14.378	-0.819	-0.185	0.000		-0.583		Complex
0.948	9.804	AGX1	PGK1	8.090	9.804	-5.728	-0.320	4.920	2.278	-0.764	1.641	-0.158	1.063	-0.206			1.031	-2.327	0.008	0.081	-0.870	-0.254	-0.946		2.426	-0.224	-0.346	0.868	6.594		-0.693			-1.242	Metabolic
1.000	18.079	BAA09202	PRP43	5.263	3.801	-1.215	18.079	0.352	13.796		2.331	-0.093		-0.075			1.768	3.684	1.232	-0.629	0.484	-0.103	0.080		0.457	0.094	0.000	14.522	-0.769	0.084			-0.439	-0.420	Complex
1.000	22.775	TEF1	TEF4	22.775	19.698	1.931	18.322	6.880	9.854	1.465	0.974		1.064	-0.109		0.359	2.288	7.970	4.022	-0.733	0.168				2.809	2.098	-0.281	14.690	2.171				1.431	4.120	PPI
1.000	20.161	TIF1	TEF2	14.550	15.112	2.170	20.161	4.926	8.513	0.680	2.331	-0.093	2.101	-0.075	-0.476	0.210	2.043	3.748	2.279	0.392	0.590	0.618	0.080		1.466	0.873	0.474	13.515	3.800				1.930	1.584	Complex
0.999	14.109	BMH1	TEF1	14.109	10.623	1.993	12.924	0.538	7.515	-0.668	2.607		1.797	-0.109			2.430	4.571	5.336	-0.319	-0.373	-0.386	0.608		1.660	-0.693	-0.016	9.218	-0.176				-0.564	-0.606	PPI
1.000	25.323	TIF2	SAH1	15.413	15.871	-2.011	25.323	4.849	14.864	0.000	2.331		1.031	-0.075			2.324	4.995	2.391	0.733	0.195	1.448	-0.091		-0.263	1.719	0.000	19.531	2.821	0.242			-0.284		Complex
1.000	20.237	TIF1	EFT1	20.237	19.238	-1.716	16.166	5.194	8.507	1.465	2.407		1.465	0.454		-0.612	1.357	7.508	1.052	-0.737	-0.413	0.417	-1.000		1.800	1.505	0.173	15.364	2.509	1.012			2.693	-0.164	PPI
1.000	14.989	GUA1	CAR2	1.261	3.829	-4.322	14.989	-0.767	12.018	-0.278	2.029	0.089	0.683	-0.075			1.290	1.064	0.157	-0.337	-0.224	-0.203	0.080		0.361	0.157	0.283	14.140	-0.673	-0.185	-0.357		0.260	-0.806	Complex
1.000	18.665	PRP22	PRP43	16.702	18.665	5.222	14.616	6.053	7.249	0.385	2.401	0.052	0.228	-0.206	1.788	1.395	-0.680	5.456	0.822	1.310	1.231	1.173	-0.209		1.452	0.052	-0.346	7.288	2.604	5.585					Metabolic
1.000	20.657	BMH1	POL30	10.496	9.865	2.066	20.657	2.071	14.007	-0.278	2.331	-0.093	0.852	0.000			1.768	4.289	1.969	1.467	0.591	0.285	-0.206		-0.538	0.570	0.415	15.988	-0.736	-0.201			0.209	-0.420	Complex
1.000	21.942	BMH1	KRS1	9.480	11.901	-1.775	21.942	2.797	13.736	-0.278	2.850	0.089	0.324	-0.075			2.499	3.774	2.660	1.851	-0.219	1.176			0.565	0.403	0.757	16.574	0.144	0.242			-0.305	-0.227	Complex
1.000	20.877	TEF1	RPS11A	17.994	19.069	1.047	20.877	5.872	7.409	0.680	2.850	-0.093	1.723	0.075			2.361	4.993	1.836	-0.405	0.182	-0.303	0.791		-0.608	0.718	-0.206	13.466	1.698				1.930	4.588	Complex
1.000	24.517	TIF1	RPS11A	14.632	18.732	-1.230	24.517	4.773	13.262	0.680	2.331	-0.093	1.269	0.075			2.219	4.679	1.903	1.585	-0.282	-0.114	0.080		0.317	0.398	0.000	19.766	1.599				1.860	1.873	Complex
1.000	22.161	RPS11B	OLA1	9.883	12.511	-3.848	22.161	5.273	12.015	-0.278	2.029	-0.093	1.073	-0.075			2.218	1.270	1.694	2.635	-0.282	-0.185	0.187		-0.230	0.728		18.723	3.750				1.185		Complex
1.000	20.734	SSC1	ADO1	9.161	10.094	-4.046	20.734	2.675	12.796	-0.278	2.331	-0.093	0.958	0.075			2.271	2.531	2.396	0.278		0.120	0.000		0.413	0.705		15.644	2.144	0.258		0.858		-0.209	Complex
1.000	22.208	GUA1	PRP43	11.505	13.355	-0.140	22.208	4.520	13.140	-0.278	2.029	0.089	1.492	-0.075			1.290	3.596	1.974	1.816	0.584	0.900	-0.091		1.063	-0.238	0.474	19.751	2.434	0.539		-0.243	1.252	0.282	Complex
1.000	19.267	PGK1	TIF1	14.333	15.110	-0.299	19.267	3.337	9.612	-0.278	2.850	0.089	1.710	0.075			1.872	3.057	0.974	-0.606	0.236	1.207	0.187		1.940	2.755	0.000	10.736	2.002	-0.201	0.000		2.590	0.213	Complex
1.000	24.802	RPS11B	HSP60	14.185	16.034	-0.591	24.802	4.841	13.470	0.000	2.029	-0.093	1.925	0.075			2.554	3.776	2.347	1.733		-0.185	0.882		-0.970	-0.400		15.983	4.913				0.544		Complex
