yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	Entry	Entry name		Protein names	Gene names	Organism	Length
NDUFA3		A8MVM8	A8MVM8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	Homo sapiens (Human)	72
NDUFA3		A8MYJ8	A8MYJ8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	Homo sapiens (Human)	81
NDUFA3		F2Z2C6	F2Z2C6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	Homo sapiens (Human)	65
NDUFA3		H7C0D7	H7C0D7_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Fragment)	NDUFA3	Homo sapiens (Human)	34
NDUFA3		H7C2R1	H7C2R1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Fragment)	NDUFA3	Homo sapiens (Human)	69
NDUFA3		O95167	NDUA3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)	NDUFA3	Homo sapiens (Human)	84
NDUFA3		Q6FGG4	Q6FGG4_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 3, 9kDa, isoform CRA_e (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3) (NDUFA3 protein) (cDNA FLJ76508, highly similar to Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa (NDUFA3), mRNA)	NDUFA3 hCG_20947	Homo sapiens (Human)	84
NDUFA3		S4R3I5	S4R3I5_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 3, 9kDa, isoform CRA_b (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3)	NDUFA3 hCG_20947	Homo sapiens (Human)	41
NDUFA3		S4R3T6	S4R3T6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	Homo sapiens (Human)	73
NDUFA4		A0A024R9Z0	A0A024R9Z0_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 4, 9kDa, isoform CRA_b	NDUFA4 hCG_18424	Homo sapiens (Human)	81
NDUFA4		O00483	NDUA4_HUMAN	reviewed	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	Homo sapiens (Human)	81
NDUFA5		A0A024R736	A0A024R736_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 5, 13kDa, isoform CRA_c	NDUFA5 hCG_1778942	Homo sapiens (Human)	55
NDUFA5		A0A024R745	A0A024R745_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 5, 13kDa, isoform CRA_b	NDUFA5 hCG_1778942	Homo sapiens (Human)	116
NDUFA5		A0A024R772	A0A024R772_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 5, 13kDa, isoform CRA_a	NDUFA5 hCG_1778942	Homo sapiens (Human)	59
NDUFA5		A0A087WXR5	A0A087WXR5_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	Homo sapiens (Human)	77
NDUFA5		A0A087X1G1	A0A087X1G1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	Homo sapiens (Human)	101
NDUFA5		C9IZN5	C9IZN5_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Fragment)	NDUFA5	Homo sapiens (Human)	93
NDUFA5		F8WAS3	F8WAS3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	NDUFA5	Homo sapiens (Human)	70
NDUFA5		H7BYD0	H7BYD0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Fragment)	NDUFA5	Homo sapiens (Human)	112
NDUFA5		Q16718	NDUA5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	NDUFA5	Homo sapiens (Human)	116
NDUFA6		A0A0C4DGS0	A0A0C4DGS0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	NDUFA6	Homo sapiens (Human)	128
NDUFA6		P56556	NDUA6_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)	NDUFA6 LYRM6 NADHB14	Homo sapiens (Human)	154
NDUFA6		R4GN43	R4GN43_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	NDUFA6	Homo sapiens (Human)	71
NDUFA7		M0R0N0	M0R0N0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	Homo sapiens (Human)	63
NDUFA7		M0R1K9	M0R1K9_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	Homo sapiens (Human)	76
NDUFA7		O95182	NDUA7_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a)	NDUFA7	Homo sapiens (Human)	113
NDUFA7		Q32Q14	Q32Q14_HUMAN	unreviewed	NDUFA7 protein (Fragment)	NDUFA7	Homo sapiens (Human)	121
NDUFA7		Q6FG42	Q6FG42_HUMAN	unreviewed	NDUFA7 protein (Fragment)	NDUFA7	Homo sapiens (Human)	118
NDUFA7		Q6IB89	Q6IB89_HUMAN	unreviewed	NDUFA7 protein	NDUFA7	Homo sapiens (Human)	118
NDUFA8		P51970	NDUA8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	NDUFA8	Homo sapiens (Human)	172
NDUFA9		F5GY40	F5GY40_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Fragment)	NDUFA9	Homo sapiens (Human)	149
NDUFA9		F5H0J3	F5H0J3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	NDUFA9	Homo sapiens (Human)	136
NDUFA9		Q16795	NDUA9_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	NDUFA9 NDUFS2L	Homo sapiens (Human)	377
NDUFAB1		H3BNE8	H3BNE8_HUMAN	unreviewed	Acyl carrier protein, mitochondrial	NDUFAB1	Homo sapiens (Human)	74
NDUFAB1		H3BNK3	H3BNK3_HUMAN	unreviewed	Acyl carrier protein (Fragment)	NDUFAB1	Homo sapiens (Human)	111
NDUFAB1		I3L505	I3L505_HUMAN	unreviewed	Acyl carrier protein (Fragment)	NDUFAB1	Homo sapiens (Human)	70
NDUFAB1		O14561	ACPM_HUMAN	reviewed	Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	NDUFAB1	Homo sapiens (Human)	156
NDUFB1		A0A024R6G6	A0A024R6G6_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 1, 7kDa, isoform CRA_a	NDUFB1 hCG_21256	Homo sapiens (Human)	58
NDUFB1		O75438	NDUB1_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit) [Cleaved into: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1, N-terminally processed]	NDUFB1	Homo sapiens (Human)	58
NDUFB1		Q3MHU6	Q3MHU6_HUMAN	unreviewed	NDUFB1 protein (Fragment)	NDUFB1	Homo sapiens (Human)	89
NDUFB2		A4D1T5	A4D1T5_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 2, 8kDa (NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 2, 8kDa, isoform CRA_a)	NDUFB2 hCG_40132 tcag7.347	Homo sapiens (Human)	105
NDUFB2		C9IZW8	C9IZW8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	NDUFB2	Homo sapiens (Human)	78
NDUFB2		C9IZZ2	C9IZZ2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	NDUFB2	Homo sapiens (Human)	41
NDUFB2		C9JRV4	C9JRV4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	NDUFB2	Homo sapiens (Human)	96
NDUFB2		C9JXM4	C9JXM4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	NDUFB2	Homo sapiens (Human)	93
NDUFB2		F8WCJ6	F8WCJ6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	NDUFB2	Homo sapiens (Human)	34
NDUFB2		H7C5B8	H7C5B8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial (Fragment)	NDUFB2	Homo sapiens (Human)	104
NDUFB2		O95178	NDUB2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial (Complex I-AGGG) (CI-AGGG) (NADH-ubiquinone oxidoreductase AGGG subunit)	NDUFB2	Homo sapiens (Human)	105
NDUFB2		Q9Y6T4	Q9Y6T4_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 2, 8kDa, isoform CRA_b (NADH-ubiquinone oxidoreductase AGGG subunit) (NDUFB2 protein)	WUGSC:H_DJ0726N20.gs.b NDUFB2 hCG_40132	Homo sapiens (Human)	95
NDUFB3		A0A024R413	A0A024R413_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 3, 12kDa, isoform CRA_a	NDUFB3 hCG_1776639	Homo sapiens (Human)	98
NDUFB3		C9JKQ2	C9JKQ2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Fragment)	NDUFB3	Homo sapiens (Human)	65
NDUFB3		O43676	NDUB3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	NDUFB3	Homo sapiens (Human)	98
NDUFB4		C9JXQ9	C9JXQ9_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUFB4	Homo sapiens (Human)	80
NDUFB4		F2Z3P9	F2Z3P9_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUFB4	Homo sapiens (Human)	69
NDUFB4		O95168	NDUB4_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)	NDUFB4	Homo sapiens (Human)	129
NDUFB5		A0A087WYD0	A0A087WYD0_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 5, 16kDa, isoform CRA_g (NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial)	NDUFB5 hCG_1787208	Homo sapiens (Human)	135
NDUFB5		D3DNS1	D3DNS1_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 5, 16kDa, isoform CRA_e (Fragment)	NDUFB5 hCG_1787208	Homo sapiens (Human)	187
NDUFB5		E7EWP0	E7EWP0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	NDUFB5	Homo sapiens (Human)	177
NDUFB5		F8WDD2	F8WDD2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	NDUFB5	Homo sapiens (Human)	66
NDUFB5		F8WDZ2	F8WDZ2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	NDUFB5	Homo sapiens (Human)	42
NDUFB5		H0Y886	H0Y886_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Fragment)	NDUFB5	Homo sapiens (Human)	206
NDUFB5		H7C568	H7C568_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Fragment)	NDUFB5	Homo sapiens (Human)	100
NDUFB5		H7C5C1	H7C5C1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Fragment)	NDUFB5	Homo sapiens (Human)	56
NDUFB5		O43674	NDUB5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	Homo sapiens (Human)	189
NDUFB5		Q05D62	Q05D62_HUMAN	unreviewed	NDUFB5 protein	NDUFB5	Homo sapiens (Human)	53
NDUFB6		A0A087WZX2	A0A087WZX2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	NDUFB6	Homo sapiens (Human)	97
NDUFB6		O95139	NDUB6_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit)	NDUFB6	Homo sapiens (Human)	128
NDUFB7		M0R3B8	M0R3B8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	NDUFB7	Homo sapiens (Human)	70
NDUFB7		P17568	NDUB7_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Cell adhesion protein SQM1) (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit)	NDUFB7	Homo sapiens (Human)	137
NDUFB8		E9PIZ8	E9PIZ8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	NDUFB8	Homo sapiens (Human)	71
NDUFB8		O95169	NDUB8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)	NDUFB8	Homo sapiens (Human)	186
NDUFC1		O43677	NDUC1_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	NDUFC1	Homo sapiens (Human)	76
NDUFC1		Q4W5J3	Q4W5J3_HUMAN	unreviewed	Putative uncharacterized protein NDUFC1 (Fragment)	NDUFC1	Homo sapiens (Human)	57
NDUFC1		Q6IAZ9	Q6IAZ9_HUMAN	unreviewed	NDUFC1 protein	NDUFC1	Homo sapiens (Human)	76
NDUFC2		A0A024R5K6	A0A024R5K6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 subunit C2	NDUFC2 hCG_1643251	Homo sapiens (Human)	119
NDUFC2		E9PM14	E9PM14_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 subunit C2	NDUFC2	Homo sapiens (Human)	107
NDUFC2		E9PRJ5	E9PRJ5_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 subunit C2	NDUFC2	Homo sapiens (Human)	71
NDUFC2		O95298	NDUC2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (Human lung cancer oncogene 1 protein) (HLC-1) (NADH-ubiquinone oxidoreductase subunit B14.5b)	NDUFC2 HLC1	Homo sapiens (Human)	119
NDUFS1		B4DJ81	B4DJ81_HUMAN	unreviewed	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (cDNA FLJ60586, highly similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3))	NDUFS1	Homo sapiens (Human)	611
NDUFS1		C9JPQ5	C9JPQ5_HUMAN	unreviewed	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Fragment)	NDUFS1	Homo sapiens (Human)	130
NDUFS1		E5KRK5	E5KRK5_HUMAN	unreviewed	Mitochondrial NADH-ubiquinone oxidoreductase 75 kDa subunit (NADH dehydrogenase (Ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase), isoform CRA_b)	NDUFS1 hCG_17250	Homo sapiens (Human)	727
NDUFS1		F8WDL5	F8WDL5_HUMAN	unreviewed	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	Homo sapiens (Human)	91
NDUFS1		P28331	NDUS1_HUMAN	reviewed	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-75kD) (CI-75kD)	NDUFS1	Homo sapiens (Human)	727
NDUFS1		Q9P1A0	Q9P1A0_HUMAN	unreviewed	NDUFS1 protein (PRO1304)	NDUFS1	Homo sapiens (Human)	255
NDUFS2		O75306	NDUS2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Homo sapiens (Human)	463
NDUFS2		Q9HC11	Q9HC11_HUMAN	unreviewed	NADH-ubiquinone oxidoreductase NDUFS2 subunit (Fragment)	NDUFS2	Homo sapiens (Human)	28
NDUFS2		Q9HC12	Q9HC12_HUMAN	unreviewed	NADH-ubiquinone oxidoreductase NDUFS2 subunit (Fragment)	NDUFS2	Homo sapiens (Human)	38
NDUFS3		E9PJE7	E9PJE7_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	Homo sapiens (Human)	67
NDUFS3		E9PKL8	E9PKL8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (Fragment)	NDUFS3	Homo sapiens (Human)	77
NDUFS3		E9PS48	E9PS48_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	Homo sapiens (Human)	161
NDUFS3		G3V194	G3V194_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase), isoform CRA_c (NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial)	NDUFS3 hCG_25184	Homo sapiens (Human)	121
NDUFS3		O75489	NDUS3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	NDUFS3	Homo sapiens (Human)	264
NDUFS4		A0A0S2Z433	A0A0S2Z433_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) (NADH dehydrogenase Fe-S protein 4 18kDa (NADH-coenzyme Q reductase) isoform 1) (Fragment)	NDUFS4 hCG_39566	Homo sapiens (Human)	175
NDUFS4		D6R916	D6R916_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	Homo sapiens (Human)	73
NDUFS4		D6REP1	D6REP1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	Homo sapiens (Human)	49
NDUFS4		D6RI09	D6RI09_HUMAN	unreviewed	NADH dehydrogenase Fe-S protein 4 18kDa (NADH-coenzyme Q reductase) isoform 2 (NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial)	NDUFS4	Homo sapiens (Human)	131
NDUFS4		H0Y9M8	H0Y9M8_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Fragment)	NDUFS4	Homo sapiens (Human)	116
NDUFS4		O43181	NDUS4_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4	Homo sapiens (Human)	175
NDUFS6		D6RBT3	D6RBT3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6	Homo sapiens (Human)	172
NDUFS6		O75380	NDUS6_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	NDUFS6	Homo sapiens (Human)	124
NDUFS6		Q6IBC4	Q6IBC4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6 hCG_21432	Homo sapiens (Human)	124
NDUFS7		A0A087WTI3	A0A087WTI3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	214
NDUFS7		A0A087WXF6	A0A087WXF6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	214
NDUFS7		F5GXJ1	F5GXJ1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	236
NDUFS7		F5H5N1	F5H5N1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	182
NDUFS7		F5H736	F5H736_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	66
NDUFS7		K7ENU3	K7ENU3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	Homo sapiens (Human)	41
NDUFS7		O75251	NDUS7_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	Homo sapiens (Human)	213
NDUFS8		A0A024R5K3	A0A024R5K3_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase), isoform CRA_b	NDUFS8 hCG_20259	Homo sapiens (Human)	172
NDUFS8		E9PJY7	E9PJY7_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8	Homo sapiens (Human)	43
NDUFS8		E9PKH6	E9PKH6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	138
NDUFS8		E9PML5	E9PML5_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8	Homo sapiens (Human)	70
NDUFS8		E9PN51	E9PN51_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	110
NDUFS8		E9PPW7	E9PPW7_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	184
NDUFS8		F8W9K7	F8W9K7_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	124
NDUFS8		H0YCB2	H0YCB2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	40
NDUFS8		H0YDT4	H0YDT4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment)	NDUFS8	Homo sapiens (Human)	93
NDUFS8		O00217	NDUS8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
NDUFS8		Q08E91	Q08E91_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (NDUFS8 protein)	NDUFS8	Homo sapiens (Human)	64
NDUFV1		B4DE93	B4DE93_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (cDNA FLJ57949, highly similar to NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial (EC 1.6.5.3)) (cDNA, FLJ79021, highly similar to NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial (EC 1.6.5.3))	NDUFV1	Homo sapiens (Human)	363
NDUFV1		E5KNH5	E5KNH5_HUMAN	unreviewed	Mitochondrial NADH dehydrogenase ubiquinone flavoprotein 1 (NADH dehydrogenase (Ubiquinone) flavoprotein 1, 51kDa, isoform CRA_d)	NDUFV1 hCG_21057	Homo sapiens (Human)	464
NDUFV1		E9PJL9	E9PJL9_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	95
NDUFV1		E9PLC6	E9PLC6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	136
NDUFV1		E9PMX3	E9PMX3_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	178
NDUFV1		E9PPD6	E9PPD6_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	52
NDUFV1		E9PPE0	E9PPE0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	NDUFV1	Homo sapiens (Human)	43
NDUFV1		E9PPR0	E9PPR0_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	144
