yourlist:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	isomap:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	Entry	Entry name		Protein names	Gene names	Organism	Length
ARHGEF11		O15085	ARHGB_HUMAN	reviewed	Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)	ARHGEF11 KIAA0380	Homo sapiens (Human)	1522
ARHGEF12		E9PMR6	E9PMR6_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 12	ARHGEF12	Homo sapiens (Human)	1441
ARHGEF12		Q9NZN5	ARHGC_HUMAN	reviewed	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	1544
ARHGEF2		D3DVA5	D3DVA5_HUMAN	unreviewed	Rho/rac guanine nucleotide exchange factor (GEF) 2, isoform CRA_a	ARHGEF2 hCG_1996334	Homo sapiens (Human)	1030
ARHGEF2		Q5VY93	Q5VY93_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2	ARHGEF2	Homo sapiens (Human)	264
ARHGEF2		Q92974	ARHG2_HUMAN	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	ARHGEF2 KIAA0651 LFP40	Homo sapiens (Human)	986
ARHGEF2		V9GY94	V9GY94_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	83
ARHGEF2		V9GYF0	V9GYF0_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	263
ARHGEF2		V9GYF5	V9GYF5_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	178
ARHGEF2		V9GYG5	V9GYG5_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	214
ARHGEF2		V9GYM8	V9GYM8_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2	ARHGEF2	Homo sapiens (Human)	1031
ARHGEF2		V9GZ14	V9GZ14_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	229
ARHGEF2		V9GZ58	V9GZ58_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 2 (Fragment)	ARHGEF2	Homo sapiens (Human)	59
ARHGEF3		C9J586	C9J586_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3	ARHGEF3	Homo sapiens (Human)	416
ARHGEF3		C9J5K8	C9J5K8_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3 (Fragment)	ARHGEF3	Homo sapiens (Human)	100
ARHGEF3		C9J609	C9J609_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3 (Fragment)	ARHGEF3	Homo sapiens (Human)	184
ARHGEF3		C9JNF2	C9JNF2_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3 (Fragment)	ARHGEF3	Homo sapiens (Human)	196
ARHGEF3		E7EU49	E7EU49_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3	ARHGEF3	Homo sapiens (Human)	497
ARHGEF3		E9PG37	E9PG37_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3	ARHGEF3	Homo sapiens (Human)	532
ARHGEF3		F8WC29	F8WC29_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3	ARHGEF3	Homo sapiens (Human)	50
ARHGEF3		F8WDB7	F8WDB7_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3	ARHGEF3	Homo sapiens (Human)	70
ARHGEF3		H7C4P0	H7C4P0_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 3 (Fragment)	ARHGEF3	Homo sapiens (Human)	236
ARHGEF3		Q9NR81	ARHG3_HUMAN	reviewed	Rho guanine nucleotide exchange factor 3 (Exchange factor found in platelets and leukemic and neuronal tissues) (XPLN)	ARHGEF3	Homo sapiens (Human)	526
ARHGEF7		A0A024RDY9	A0A024RDY9_HUMAN	unreviewed	Rho guanine nucleotide exchange factor (GEF) 7, isoform CRA_b	ARHGEF7 hCG_1811466	Homo sapiens (Human)	646
ARHGEF7		B1ALK7	B1ALK7_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7	ARHGEF7	Homo sapiens (Human)	705
ARHGEF7		B1ANY6	B1ANY6_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	66
ARHGEF7		C9JAD7	C9JAD7_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	39
ARHGEF7		C9JDI6	C9JDI6_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	61
ARHGEF7		E7ENL8	E7ENL8_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	143
ARHGEF7		E7EU80	E7EU80_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7	ARHGEF7	Homo sapiens (Human)	151
ARHGEF7		E7EUY6	E7EUY6_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	447
ARHGEF7		E9PDQ5	E9PDQ5_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7	ARHGEF7	Homo sapiens (Human)	547
ARHGEF7		F6SJA5	F6SJA5_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	130
ARHGEF7		Q14155	ARHG7_HUMAN	reviewed	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803
ARHGEF7		Q5ZEZ2	Q5ZEZ2_HUMAN	unreviewed	ARHGEF7 protein (Fragment)	ARHGEF7	Homo sapiens (Human)	27
ARHGEF7		Q5ZEZ3	Q5ZEZ3_HUMAN	unreviewed	Rho guanine nucleotide exchange factor 7 (Fragment)	ARHGEF7	Homo sapiens (Human)	86
ARL8A		A0A024R977	A0A024R977_HUMAN	unreviewed	ADP-ribosylation factor-like 8A, isoform CRA_a	ARL8A hCG_1770207	Homo sapiens (Human)	186
ARL8A		A0A087X2J2	A0A087X2J2_HUMAN	unreviewed	ADP-ribosylation factor-like protein 8A	ARL8A	Homo sapiens (Human)	147
ARL8A		Q96BM9	ARL8A_HUMAN	reviewed	ADP-ribosylation factor-like protein 8A (ADP-ribosylation factor-like protein 10B) (Novel small G protein indispensable for equal chromosome segregation 2)	ARL8A ARL10B GIE2	Homo sapiens (Human)	186
ATG4B		C9J1C1	C9J1C1_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	66
ATG4B		C9J3C0	C9J3C0_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	147
ATG4B		C9JIK8	C9JIK8_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	219
ATG4B		C9JQ72	C9JQ72_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	266
ATG4B		C9JVD5	C9JVD5_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	105
ATG4B		F2Z2K8	F2Z2K8_HUMAN	unreviewed	Cysteine protease ATG4B	ATG4B	Homo sapiens (Human)	88
ATG4B		H0Y2Y0	H0Y2Y0_HUMAN	unreviewed	Cysteine protease ATG4B (Fragment)	ATG4B	Homo sapiens (Human)	76
ATG4B		H7C2A6	H7C2A6_HUMAN	unreviewed	Cysteine protease (EC 3.4.22.-) (Fragment)	ATG4B	Homo sapiens (Human)	193
ATG4B		Q9Y4P1	ATG4B_HUMAN	reviewed	Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagin-1) (Autophagy-related cysteine endopeptidase 1) (Autophagy-related protein 4 homolog B) (hAPG4B)	ATG4B APG4B AUTL1 KIAA0943	Homo sapiens (Human)	393
AURKA		A3KFJ0	A3KFJ0_HUMAN	unreviewed	Aurora kinase A	AURKA	Homo sapiens (Human)	347
AURKA		A3KFJ1	A3KFJ1_HUMAN	unreviewed	Aurora kinase A (Fragment)	AURKA	Homo sapiens (Human)	188
AURKA		A3KFJ2	A3KFJ2_HUMAN	unreviewed	Aurora kinase A (Fragment)	AURKA	Homo sapiens (Human)	79
AURKA		O14965	AURKA_HUMAN	reviewed	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Homo sapiens (Human)	403
AURKA		Q5QPD1	Q5QPD1_HUMAN	unreviewed	Aurora kinase A (Fragment)	AURKA	Homo sapiens (Human)	106
AURKA		Q5QPD2	Q5QPD2_HUMAN	unreviewed	Aurora kinase A (Fragment)	AURKA	Homo sapiens (Human)	146
AURKA		Q5QPD4	Q5QPD4_HUMAN	unreviewed	Aurora kinase A (Fragment)	AURKA	Homo sapiens (Human)	271
AZI1		B2RN10	B2RN10_HUMAN	unreviewed	5-azacytidine induced 1	AZI1	Homo sapiens (Human)	1080
AZI1		Q9UPN4	CP131_HUMAN	reviewed	Centrosomal protein of 131 kDa (5-azacytidine-induced protein 1) (Pre-acrosome localization protein 1)	CEP131 AZI1 KIAA1118	Homo sapiens (Human)	1083
BCAR1		B3KW85	B3KW85_HUMAN	unreviewed	Breast cancer anti-estrogen resistance 1, isoform CRA_b (cDNA FLJ42535 fis, clone BRACE3003595, highly similar to Breast cancer anti-estrogen resistance protein 1)	BCAR1 hCG_20581	Homo sapiens (Human)	841
BCAR1		D3DUK1	D3DUK1_HUMAN	unreviewed	Breast cancer anti-estrogen resistance 1, isoform CRA_a	BCAR1 hCG_20581	Homo sapiens (Human)	888
BCAR1		F5H855	F5H855_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1	BCAR1	Homo sapiens (Human)	57
BCAR1		H3BN62	H3BN62_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	238
BCAR1		H3BQJ7	H3BQJ7_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	133
BCAR1		H3BSB2	H3BSB2_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	135
BCAR1		H3BSY4	H3BSY4_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	128
BCAR1		H3BTB0	H3BTB0_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	58
BCAR1		H3BTL5	H3BTL5_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	50
BCAR1		H3BU42	H3BU42_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	80
BCAR1		H3BVF0	H3BVF0_HUMAN	unreviewed	Breast cancer anti-estrogen resistance protein 1 (Fragment)	BCAR1	Homo sapiens (Human)	120
BCAR1		P56945	BCAR1_HUMAN	reviewed	Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas)	BCAR1 CAS CASS1 CRKAS	Homo sapiens (Human)	870
BCAR1		Q6P5Z4	Q6P5Z4_HUMAN	unreviewed	Breast cancer anti-estrogen resistance 1	BCAR1	Homo sapiens (Human)	870
BCL2L11		A0A0A0MRE7	A0A0A0MRE7_HUMAN	unreviewed	Bcl-2-like protein 11	BCL2L11	Homo sapiens (Human)	98
BCL2L11		A0A0C4DH20	A0A0C4DH20_HUMAN	unreviewed	Bcl-2-like protein 11	BCL2L11	Homo sapiens (Human)	75
BCL2L11		C9J417	C9J417_HUMAN	unreviewed	Bcl-2-like protein 11 (Fragment)	BCL2L11	Homo sapiens (Human)	122
BCL2L11		E9PAM9	E9PAM9_HUMAN	unreviewed	Bcl-2-like protein 11 (Fragment)	BCL2L11	Homo sapiens (Human)	71
BCL2L11		H7BZE5	H7BZE5_HUMAN	unreviewed	Bcl-2-like protein 11 (Fragment)	BCL2L11	Homo sapiens (Human)	96
BCL2L11		O43521	B2L11_HUMAN	reviewed	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)	BCL2L11 BIM	Homo sapiens (Human)	198
BCR		A0A024R1B9	A0A024R1B9_HUMAN	unreviewed	Breakpoint cluster region, isoform CRA_c	BCR hCG_2010706	Homo sapiens (Human)	844
ABL1,BCR	,	A0A0U4EGU4	A0A0U4EGU4_HUMAN	unreviewed	BCR/ABL1 fusion protein (Fragment)	abl1 bcr	Homo sapiens (Human)	107
BCR		A0A173G4P0	A0A173G4P0_HUMAN	unreviewed	Bcr/Abl fusion protein (Fragment)	Abl fusion Bcr	Homo sapiens (Human)	142
BCR		A0A173G4P4	A0A173G4P4_HUMAN	unreviewed	Bcr/Abl fusion protein (Fragment)	Abl fusion Bcr	Homo sapiens (Human)	142
BCR		A9UF01	A9UF01_HUMAN	unreviewed	BCR/ABL fusion protein isoform X8 (Breakpoint cluster region protein)	BCR/ABL fusion BCR	Homo sapiens (Human)	465
BCR		H0Y554	H0Y554_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	257
BCR		P11274	BCR_HUMAN	reviewed	Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26)	BCR BCR1 D22S11	Homo sapiens (Human)	1271
BCR		Q12843	Q12843_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	936
BCR		Q12844	Q12844_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	889
BCR		Q12845	Q12845_HUMAN	unreviewed	Uncharacterized protein (Fragment)	BCR	Homo sapiens (Human)	278
BCR		Q5XJ20	Q5XJ20_HUMAN	unreviewed	BCR protein (Fragment)	BCR	Homo sapiens (Human)	58
BCR		Q6QJE3	Q6QJE3_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	72
BCR		Q6QJE4	Q6QJE4_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	119
BCR		Q6QJE5	Q6QJE5_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	164
BCR		Q6QJE6	Q6QJE6_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	137
BCR		Q6QJE7	Q6QJE7_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	80
BCR		Q6QJE8	Q6QJE8_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	144
BCR		Q6QJE9	Q6QJE9_HUMAN	unreviewed	Breakpoint cluster region protein (Fragment)	BCR	Homo sapiens (Human)	77
BIN1		A0A024RAE9	A0A024RAE9_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_d	BIN1 hCG_40441	Homo sapiens (Human)	454
BIN1		A0A024RAF0	A0A024RAF0_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_c	BIN1 hCG_40441	Homo sapiens (Human)	518
BIN1		A0A024RAF1	A0A024RAF1_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_k	BIN1 hCG_40441	Homo sapiens (Human)	593
BIN1		A0A024RAF6	A0A024RAF6_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_e	BIN1 hCG_40441	Homo sapiens (Human)	550
BIN1		A0A024RAG8	A0A024RAG8_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_f	BIN1 hCG_40441	Homo sapiens (Human)	439
BIN1		A0A024RAG9	A0A024RAG9_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_j	BIN1 hCG_40441	Homo sapiens (Human)	424
BIN1		A0A024RAI4	A0A024RAI4_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_b	BIN1 hCG_40441	Homo sapiens (Human)	475
BIN1		A0A024RAI5	A0A024RAI5_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_a	BIN1 hCG_40441	Homo sapiens (Human)	482
BIN1		A0A024RAI6	A0A024RAI6_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_g	BIN1 hCG_40441	Homo sapiens (Human)	409
BIN1		A0A024RAJ2	A0A024RAJ2_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_h	BIN1 hCG_40441	Homo sapiens (Human)	497
BIN1		A0A024RAJ3	A0A024RAJ3_HUMAN	unreviewed	Bridging integrator 1, isoform CRA_i	BIN1 hCG_40441	Homo sapiens (Human)	506
BIN1		O00499	BIN1_HUMAN	reviewed	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	BIN1 AMPHL	Homo sapiens (Human)	593
BIN1		Q9BTH3	Q9BTH3_HUMAN	unreviewed	Bridging integrator 1	BIN1	Homo sapiens (Human)	439
BIRC5		A0A0B4J1S3	A0A0B4J1S3_HUMAN	unreviewed	Baculoviral IAP repeat-containing protein 5	BIRC5	Homo sapiens (Human)	142
BIRC5		A3E0Z4	A3E0Z4_HUMAN	unreviewed	Survivin isoform Ex2+4/2B/3B (Fragment)	BIRC5	Homo sapiens (Human)	51
BIRC5		A3E0Z5	A3E0Z5_HUMAN	unreviewed	Survivin isoform 2B/3B (Fragment)	BIRC5	Homo sapiens (Human)	120
BIRC5		A3E0Z6	A3E0Z6_HUMAN	unreviewed	Survivin isoform deltaEx3/3B (Fragment)	BIRC5	Homo sapiens (Human)	55
BIRC5		A3E0Z7	A3E0Z7_HUMAN	unreviewed	Survivin isoform 2B+32/3B (Fragment)	BIRC5	Homo sapiens (Human)	82
BIRC5		A3E0Z8	A3E0Z8_HUMAN	unreviewed	Survivin isoform B+int2B/3B (Fragment)	BIRC5	Homo sapiens (Human)	89
BIRC5		E7CU85	E7CU85_HUMAN	unreviewed	Baculoviral IAP repeat-containing 5	BIRC5	Homo sapiens (Human)	142
BIRC5		H3BLT4	H3BLT4_HUMAN	unreviewed	Baculoviral IAP repeat-containing protein 5	BIRC5	Homo sapiens (Human)	165
BIRC5		K7ELG2	K7ELG2_HUMAN	unreviewed	Baculoviral IAP repeat-containing protein 5 (Fragment)	BIRC5	Homo sapiens (Human)	83
BIRC5		K7EMW2	K7EMW2_HUMAN	unreviewed	Baculoviral IAP repeat-containing protein 5 (Fragment)	BIRC5	Homo sapiens (Human)	121
BIRC5		K7EP76	K7EP76_HUMAN	unreviewed	Baculoviral IAP repeat-containing protein 5 (Fragment)	BIRC5	Homo sapiens (Human)	52
BIRC5		O15392	BIRC5_HUMAN	reviewed	Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin)	BIRC5 API4 IAP4	Homo sapiens (Human)	142
BRCA2		A0A068BC92	A0A068BC92_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	54
BRCA2		A0A068BC94	A0A068BC94_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	11
BRCA2		A0A068BCA8	A0A068BCA8_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	83
BRCA2		A0A068BCA9	A0A068BCA9_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	56
BRCA2		A0A068BCC2	A0A068BCC2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	110
BRCA2		A0A068BDS2	A0A068BDS2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	46
BRCA2		A0A068BDS6	A0A068BDS6_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	62
BRCA2		A0A068BDT0	A0A068BDT0_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	120
BRCA2		A0A068BDU2	A0A068BDU2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	57
BRCA2		A0A068BDU4	A0A068BDU4_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	46
BRCA2		A0A068BDV3	A0A068BDV3_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	61
BRCA2		A0A068BEU0	A0A068BEU0_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	33
BRCA2		A0A068BEU4	A0A068BEU4_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	58
BRCA2		A0A068BEV8	A0A068BEV8_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	24
BRCA2		A0A068BEW3	A0A068BEW3_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	29
BRCA2		A0A068BEX2	A0A068BEX2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	181
BRCA2		A0A068BFU2	A0A068BFU2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	41
BRCA2		A0A068BFU7	A0A068BFU7_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	31
BRCA2		A0A068BFW6	A0A068BFW6_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	39
BRCA2		A0A068BFW8	A0A068BFW8_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	78
BRCA2		A0A068BFX3	A0A068BFX3_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	60
BRCA2		A0A068BFY4	A0A068BFY4_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	215
BRCA2		A0A068BI27	A0A068BI27_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	11
BRCA2		A0A068BI30	A0A068BI30_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	15
BRCA2		A0A068BI47	A0A068BI47_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	32
BRCA2		A0A068BI50	A0A068BI50_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	54
BRCA2		A0A0A7E6R6	A0A0A7E6R6_HUMAN	unreviewed	Truncated breast cancer type 2 susceptibility protein (Fragment)	BRCA2	Homo sapiens (Human)	52
BRCA2		A0A0F6RAD2	A0A0F6RAD2_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	131
BRCA2		A0A0F6RAD4	A0A0F6RAD4_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	83
BRCA2		A0A0F6RAD6	A0A0F6RAD6_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	78
BRCA2		A0A0F6RAU4	A0A0F6RAU4_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	75
BRCA2		A0A0F6RAU6	A0A0F6RAU6_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	22
BRCA2		A0A0F6RAU8	A0A0F6RAU8_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	103
BRCA2		A0A0F6TMQ3	A0A0F6TMQ3_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	149
BRCA2		A0A0F6TMQ7	A0A0F6TMQ7_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	37
BRCA2		A0A0F6TMZ6	A0A0F6TMZ6_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	36
BRCA2		A0A0F6TMZ9	A0A0F6TMZ9_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	40
BRCA2		A0A0F6TN25	A0A0F6TN25_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	115
BRCA2		A0A0F6TN92	A0A0F6TN92_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	60
BRCA2		A0A0F6TN97	A0A0F6TN97_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	75
BRCA2		A0A0F6TNI0	A0A0F6TNI0_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	163
BRCA2		A0A0F7CSW3	A0A0F7CSW3_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	130
BRCA2		A0A0F7G9F8	A0A0F7G9F8_HUMAN	unreviewed	Truncated breast and ovarian cancer susceptibility protein 2 (Fragment)	BRCA2	Homo sapiens (Human)	80
BRCA2		A1YBP1	A1YBP1_HUMAN	unreviewed	Breast and ovarian cancer susceptibility protein 2 truncated variant	BRCA2	Homo sapiens (Human)	2649
BRCA2		H0YD86	H0YD86_HUMAN	unreviewed	Breast cancer type 2 susceptibility protein (Fragment)	BRCA2	Homo sapiens (Human)	64
BRCA2		H0YE37	H0YE37_HUMAN	unreviewed	Breast cancer type 2 susceptibility protein (Fragment)	BRCA2	Homo sapiens (Human)	186
