yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	Entry	Entry name		Protein names	Gene names	Organism	Length
HSPH1		Q92598	HS105_HUMAN	reviewed	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	HSPH1 HSP105 HSP110 KIAA0201	Homo sapiens (Human)	858
HSPH1		R4GN69	R4GN69_HUMAN	unreviewed	Heat shock protein 105 kDa	HSPH1	Homo sapiens (Human)	115
IDH1		C9J4N6	C9J4N6_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	157
IDH1		C9JJE5	C9JJE5_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	62
IDH1		C9JLU6	C9JLU6_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment)	IDH1	Homo sapiens (Human)	73
IDH1		O75874	IDHC_HUMAN	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	Homo sapiens (Human)	414
IDH1		Q0QER2	Q0QER2_HUMAN	unreviewed	Isocitrate dehydrogenase 1 (Fragment)	IDH1	Homo sapiens (Human)	371
IDH1		Q6FI37	Q6FI37_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDH1	Homo sapiens (Human)	414
IDH1		Q6FIA4	Q6FIA4_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDH1	Homo sapiens (Human)	414
IDH1		Q9H302	Q9H302_HUMAN	unreviewed	NADP+-specific isocitrate dehydrogenase (Fragment)	IDH1	Homo sapiens (Human)	127
IDH1		V9HWJ2	V9HWJ2_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	HEL-S-26 IDH1 hCG_15937	Homo sapiens (Human)	414
IDH3B		A0A087WZN1	A0A087WZN1_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3B hCG_39616	Homo sapiens (Human)	387
IDH3B		A0A087X2E5	A0A087X2E5_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3B	Homo sapiens (Human)	376
IDH3B		A0A0D9SET9	A0A0D9SET9_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Fragment)	IDH3B	Homo sapiens (Human)	83
IDH3B		A0A0D9SG66	A0A0D9SG66_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Fragment)	IDH3B	Homo sapiens (Human)	145
IDH3B		L0R875	L0R875_HUMAN	unreviewed	Alternative protein IDH3B	IDH3B	Homo sapiens (Human)	204
IDH3B		O43837	IDH3B_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	IDH3B	Homo sapiens (Human)	385
IDH3G		E7EQB8	E7EQB8_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3G	Homo sapiens (Human)	340
IDH3G		E9PF84	E9PF84_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41) (Fragment)	IDH3G	Homo sapiens (Human)	285
IDH3G		G5E9Q7	G5E9Q7_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3G hCG_2004980	Homo sapiens (Human)	322
IDH3G		H0Y5Q7	H0Y5Q7_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment)	IDH3G	Homo sapiens (Human)	211
IDH3G		H7C1W2	H7C1W2_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment)	IDH3G	Homo sapiens (Human)	199
IDH3G		P51553	IDH3G_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393
IDH3G		Q2Q9C5	Q2Q9C5_HUMAN	unreviewed	Isocitrate dehydrogenase 3 gamma (Fragment)	IDH3G	Homo sapiens (Human)	88
IDH3G		Q2Q9S4	Q2Q9S4_HUMAN	unreviewed	Isocitrate dehydrogenase 3 gamma (Fragment)	IDH3G	Homo sapiens (Human)	88
IDI1		C9JD53	C9JD53_HUMAN	unreviewed	Isopentenyl-diphosphate Delta-isomerase 1 (Fragment)	IDI1	Homo sapiens (Human)	120
IDI1		C9JKM8	C9JKM8_HUMAN	unreviewed	Isopentenyl-diphosphate Delta-isomerase 1 (Fragment)	IDI1	Homo sapiens (Human)	122
IDI1		Q13907	IDI1_HUMAN	reviewed	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	IDI1	Homo sapiens (Human)	227
IL4I1		A2RRH1	A2RRH1_HUMAN	unreviewed	Amine oxidase (EC 1.4.3.-)	IL4I1	Homo sapiens (Human)	589
IL4I1		M0QXY7	M0QXY7_HUMAN	unreviewed	L-amino-acid oxidase	IL4I1	Homo sapiens (Human)	82
IL4I1		M0QYH9	M0QYH9_HUMAN	unreviewed	L-amino-acid oxidase (Fragment)	IL4I1	Homo sapiens (Human)	71
IL4I1		M0QYW8	M0QYW8_HUMAN	unreviewed	L-amino-acid oxidase (Fragment)	IL4I1	Homo sapiens (Human)	150
IL4I1		M0R1L1	M0R1L1_HUMAN	unreviewed	L-amino-acid oxidase (Fragment)	IL4I1	Homo sapiens (Human)	106
IL4I1		M0R2S9	M0R2S9_HUMAN	unreviewed	L-amino-acid oxidase (Fragment)	IL4I1	Homo sapiens (Human)	32
IL4I1		Q96RQ9	OXLA_HUMAN	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (Protein Fig-1) (hFIG1)	IL4I1 FIG1 UNQ636/PRO1265	Homo sapiens (Human)	567
INMT		A0A090N7V3	A0A090N7V3_HUMAN	unreviewed	HCG2044801 (Indolethylamine N-methyltransferase)	INMT hCG_2044801 tcag7.895	Homo sapiens (Human)	263
INMT		O95050	INMT_HUMAN	reviewed	Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT)	INMT	Homo sapiens (Human)	263
INMT		Q3MIB5	Q3MIB5_HUMAN	unreviewed	INMT protein (Fragment)	INMT	Homo sapiens (Human)	262
LDHA		F5GWW2	F5GWW2_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	45
LDHA		F5GXC7	F5GXC7_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	45
LDHA		F5GXH2	F5GXH2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	114
LDHA		F5GXU1	F5GXU1_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	46
LDHA		F5GXY2	F5GXY2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	156
LDHA		F5GYU2	F5GYU2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	144
LDHA		F5GZQ4	F5GZQ4_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	72
LDHA		F5H5J4	F5H5J4_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	89
LDHA		F5H6W8	F5H6W8_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	94
LDHA		F5H8H6	F5H8H6_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	42
LDHA		P00338	LDHA_HUMAN	reviewed	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	LDHA PIG19	Homo sapiens (Human)	332
LGALS1		A0A0B6XK00	A0A0B6XK00_HUMAN	unreviewed	Lectin, galactoside-binding, soluble, 1 (Fragment)	LGALS1	Homo sapiens (Human)	31
LGALS1		F8WCQ5	F8WCQ5_HUMAN	unreviewed	Galectin-1	LGALS1	Homo sapiens (Human)	69
LGALS1		F8WEI7	F8WEI7_HUMAN	unreviewed	Galectin-1	LGALS1	Homo sapiens (Human)	38
LGALS1		P09382	LEG1_HUMAN	reviewed	Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)	LGALS1	Homo sapiens (Human)	135
LTC4S		B5MCC3	B5MCC3_HUMAN	unreviewed	Leukotriene C4 synthase	LTC4S	Homo sapiens (Human)	93
LTC4S		D6RJA1	D6RJA1_HUMAN	unreviewed	Leukotriene C4 synthase	LTC4S	Homo sapiens (Human)	69
LTC4S		Q16873	LTC4S_HUMAN	reviewed	Leukotriene C4 synthase (LTC4 synthase) (EC 4.4.1.20) (Leukotriene-C(4) synthase)	LTC4S	Homo sapiens (Human)	150
MAOA		P21397	AOFA_HUMAN	reviewed	Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)	MAOA	Homo sapiens (Human)	527
MAOA		Q49A63	Q49A63_HUMAN	unreviewed	Amine oxidase (EC 1.4.3.-)	MAOA	Homo sapiens (Human)	527
MAOA		Q53YE7	Q53YE7_HUMAN	unreviewed	Amine oxidase (EC 1.4.3.-)	MAOA hCG_16826	Homo sapiens (Human)	527
MAOA		Q5UL91	Q5UL91_HUMAN	unreviewed	Monoamine oxidase A (Fragment)	MAOA	Homo sapiens (Human)	31
MAOA		Q5UL94	Q5UL94_HUMAN	unreviewed	Monoamine oxidase A (Fragment)	MAOA	Homo sapiens (Human)	24
MAOA		Q5ULA3	Q5ULA3_HUMAN	unreviewed	Monoamine oxidase A (Fragment)	MAOA	Homo sapiens (Human)	103
MAOA		Q5ULA9	Q5ULA9_HUMAN	unreviewed	Monoamine oxidase A (Fragment)	MAOA	Homo sapiens (Human)	65
MCEE		F5GZ54	F5GZ54_HUMAN	unreviewed	Methylmalonyl-CoA epimerase, mitochondrial (Fragment)	MCEE	Homo sapiens (Human)	31
MCEE		H7BZS7	H7BZS7_HUMAN	unreviewed	Methylmalonyl-CoA epimerase, mitochondrial (Fragment)	MCEE	Homo sapiens (Human)	78
MCEE		Q96PE7	MCEE_HUMAN	reviewed	Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)	MCEE	Homo sapiens (Human)	176
MDH1		B8ZZ51	B8ZZ51_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	169
MDH1		B9A041	B9A041_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	210
MDH1		C9IZI0	C9IZI0_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	67
MDH1		C9JF79	C9JF79_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH1	Homo sapiens (Human)	222
MDH1		C9JLV6	C9JLV6_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	114
MDH1		C9JRL4	C9JRL4_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	119
MDH1		F8WFC2	F8WFC2_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	87
MDH1		P40925	MDHC_HUMAN	reviewed	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase) (Diiodophenylpyruvate reductase) (EC 1.1.1.96)	MDH1 MDHA	Homo sapiens (Human)	334
MDH2		A0A024R4K3	A0A024R4K3_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2 hCG_1818102	Homo sapiens (Human)	338
MDH2		G3XAL0	G3XAL0_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2 hCG_1818102	Homo sapiens (Human)	231
MDH2		P40926	MDHM_HUMAN	reviewed	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH2	Homo sapiens (Human)	338
MDH2		Q0QF37	Q0QF37_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH2	Homo sapiens (Human)	305
MDH2		Q6FHZ0	Q6FHZ0_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2	Homo sapiens (Human)	338
MDH2		Q75MP7	Q75MP7_HUMAN	unreviewed	Putative uncharacterized protein MDH2 (Fragment)	MDH2	Homo sapiens (Human)	22
MDH2		Q75MT9	Q75MT9_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH2	Homo sapiens (Human)	316
MDH2		U3KQ63	U3KQ63_HUMAN	unreviewed	Malate dehydrogenase, mitochondrial	MDH2	Homo sapiens (Human)	28
ME1		O15199	O15199_HUMAN	unreviewed	Cadherin (Fragment)	ME1	Homo sapiens (Human)	134
ME1		P48163	MAOX_HUMAN	reviewed	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)	ME1	Homo sapiens (Human)	572
METAP1		D6RF24	D6RF24_HUMAN	unreviewed	Methionine aminopeptidase 1	METAP1	Homo sapiens (Human)	48
METAP1		H0Y903	H0Y903_HUMAN	unreviewed	Methionine aminopeptidase 1 (Fragment)	METAP1	Homo sapiens (Human)	116
METAP1		H0Y955	H0Y955_HUMAN	unreviewed	Methionine aminopeptidase 1 (Fragment)	METAP1	Homo sapiens (Human)	170
METAP1		H0Y9L0	H0Y9L0_HUMAN	unreviewed	Methionine aminopeptidase 1 (Fragment)	METAP1	Homo sapiens (Human)	44
METAP1		H0YAI3	H0YAI3_HUMAN	unreviewed	Methionine aminopeptidase 1 (Fragment)	METAP1	Homo sapiens (Human)	38
METAP1		P53582	MAP11_HUMAN	reviewed	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 KIAA0094	Homo sapiens (Human)	386
MGLL		A0A0C4DFN3	A0A0C4DFN3_HUMAN	unreviewed	Monoglyceride lipase	MGLL	Homo sapiens (Human)	313
MGLL		B2ZGL7	B2ZGL7_HUMAN	unreviewed	Monoacylglycerol lipase isoform 2	MGLL	Homo sapiens (Human)	273
MGLL		C9J8Q3	C9J8Q3_HUMAN	unreviewed	Monoglyceride lipase (Fragment)	MGLL	Homo sapiens (Human)	89
MGLL		C9JAM4	C9JAM4_HUMAN	unreviewed	Monoglyceride lipase (Fragment)	MGLL	Homo sapiens (Human)	77
MGLL		E7EWX8	E7EWX8_HUMAN	unreviewed	Monoglyceride lipase	MGLL	Homo sapiens (Human)	277
MGLL		H7C4E0	H7C4E0_HUMAN	unreviewed	Monoglyceride lipase (Fragment)	MGLL	Homo sapiens (Human)	209
MGLL		H7C599	H7C599_HUMAN	unreviewed	Monoglyceride lipase (Fragment)	MGLL	Homo sapiens (Human)	197
MGLL		H7C5K5	H7C5K5_HUMAN	unreviewed	Monoglyceride lipase (Fragment)	MGLL	Homo sapiens (Human)	155
MGLL		Q99685	MGLL_HUMAN	reviewed	Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	MGLL	Homo sapiens (Human)	303
MIF		A6MUU8	A6MUU8_HUMAN	unreviewed	Macrophage migration inhibitory factor	MIF	Homo sapiens (Human)	113
MIF		I4AY87	I4AY87_HUMAN	unreviewed	Macrophage migration inhibitory factor (Fragment)	MIF	Homo sapiens (Human)	115
MIF		P03971	MIS_HUMAN	reviewed	Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS)	AMH MIF	Homo sapiens (Human)	560
MIF		P14174	MIF_HUMAN	reviewed	Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)	MIF GLIF MMIF	Homo sapiens (Human)	115
MLYCD		O95822	DCMC_HUMAN	reviewed	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)	MLYCD	Homo sapiens (Human)	493
NBN		A0A087X1V5	A0A087X1V5_HUMAN	unreviewed	Nibrin (Fragment)	NBN	Homo sapiens (Human)	124
NBN		A0A0C4DG07	A0A0C4DG07_HUMAN	unreviewed	Nibrin	NBN hCG_33061	Homo sapiens (Human)	672
NBN		A0PJ71	A0PJ71_HUMAN	unreviewed	NBN protein (Fragment)	NBN	Homo sapiens (Human)	478
NBN		A6H8Y5	A6H8Y5_HUMAN	unreviewed	Nibrin	NBN	Homo sapiens (Human)	754
NBN		E2QRP0	E2QRP0_HUMAN	unreviewed	Nibrin	NBN	Homo sapiens (Human)	58
NBN		E5RGN7	E5RGN7_HUMAN	unreviewed	Nibrin (Fragment)	NBN	Homo sapiens (Human)	92
NBN		E5RGR7	E5RGR7_HUMAN	unreviewed	Nibrin (Fragment)	NBN	Homo sapiens (Human)	164
NBN		E5RGU1	E5RGU1_HUMAN	unreviewed	Nibrin (Fragment)	NBN	Homo sapiens (Human)	159
NBN		O60934	NBN_HUMAN	reviewed	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)	NBN NBS NBS1 P95	Homo sapiens (Human)	754
NCAPH2		A0A0A6YYG7	A0A0A6YYG7_HUMAN	unreviewed	Condensin-2 complex subunit H2	NCAPH2	Homo sapiens (Human)	589
NCAPH2		E5RJL4	E5RJL4_HUMAN	unreviewed	Condensin-2 complex subunit H2	NCAPH2	Homo sapiens (Human)	38
NCAPH2		E5RJN3	E5RJN3_HUMAN	unreviewed	Condensin-2 complex subunit H2 (Fragment)	NCAPH2	Homo sapiens (Human)	292
NCAPH2		F8WAR3	F8WAR3_HUMAN	unreviewed	Condensin-2 complex subunit H2	NCAPH2	Homo sapiens (Human)	62
NCAPH2		H0YC55	H0YC55_HUMAN	unreviewed	Condensin-2 complex subunit H2 (Fragment)	NCAPH2	Homo sapiens (Human)	141
NCAPH2		Q6IBW4	CNDH2_HUMAN	reviewed	Condensin-2 complex subunit H2 (Chromosome-associated protein H2) (hCAP-H2) (Kleisin-beta) (Non-SMC condensin II complex subunit H2)	NCAPH2 CAPH2	Homo sapiens (Human)	605
NSDHL		C9JDR0	C9JDR0_HUMAN	unreviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment)	NSDHL	Homo sapiens (Human)	254
NSDHL		Q15738	NSDHL_HUMAN	reviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	NSDHL H105E3	Homo sapiens (Human)	373
NTHL1		E5KTI5	E5KTI5_HUMAN	unreviewed	Endonuclease III-like protein 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTHL1 hCG_1989994	Homo sapiens (Human)	312
NTHL1		H3BPD5	H3BPD5_HUMAN	unreviewed	Endonuclease III-like protein 1 (Fragment)	NTHL1	Homo sapiens (Human)	236
NTHL1		H3BRL9	H3BRL9_HUMAN	unreviewed	Endonuclease III-like protein 1 (Fragment)	NTHL1	Homo sapiens (Human)	218
NTHL1		H3BUV2	H3BUV2_HUMAN	unreviewed	Endonuclease III-like protein 1 (Fragment)	NTHL1	Homo sapiens (Human)	100
NTHL1		P78549	NTH_HUMAN	reviewed	Endonuclease III-like protein 1 (hNTH1) (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTHL1 NTH1 OCTS3	Homo sapiens (Human)	312
ODC1		C9JG30	C9JG30_HUMAN	unreviewed	Ornithine decarboxylase (Fragment)	ODC1	Homo sapiens (Human)	68
ODC1		L8EA08	L8EA08_HUMAN	unreviewed	Alternative protein ODC1	ODC1	Homo sapiens (Human)	61
ODC1		P11926	DCOR_HUMAN	reviewed	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	ODC1	Homo sapiens (Human)	461
OSTC		A0A087WUD3	A0A087WUD3_HUMAN	unreviewed	Oligosaccharyltransferase complex subunit OSTC	OSTC	Homo sapiens (Human)	83
OSTC		Q9NRP0	OSTC_HUMAN	reviewed	Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28)	OSTC DC2 HDCMD45P HSPC307	Homo sapiens (Human)	149
PCBD1		P61457	PHS_HUMAN	reviewed	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	PCBD1 DCOH PCBD	Homo sapiens (Human)	104
PDHA1		A0A024RBX9	A0A024RBX9_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	PDHA1 hCG_17571	Homo sapiens (Human)	390
PDHA1		A5YPB6	A5YPB6_HUMAN	unreviewed	PDHA1 (EC 1.2.4.1) (Fragment)	PDHA1	Homo sapiens (Human)	261
PDHA1		P08559	ODPA_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)	PDHA1 PHE1A	Homo sapiens (Human)	390
PDHA1		P78557	P78557_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q5JPT9	Q5JPT9_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	203
PDHA1		Q5JPU0	Q5JPU0_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	PDHA1	Homo sapiens (Human)	180
PDHA1		Q5JPU1	Q5JPU1_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	205
PDHA1		Q5JPU2	Q5JPU2_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	121
PDHA1		Q5JPU3	Q5JPU3_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	PDHA1	Homo sapiens (Human)	109
PDHA1		Q6LCA3	Q6LCA3_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q99724	Q99724_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q99725	Q99725_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q9UNV7	Q9UNV7_HUMAN	unreviewed	Pyruvate dehydrogenase alpha subunit (Fragment)	PDHA1	Homo sapiens (Human)	36
PDHB		C9J634	C9J634_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	Homo sapiens (Human)	350
PDHB		F8WF02	F8WF02_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	Homo sapiens (Human)	251
PDHB		P11177	ODPB_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	PDHB PHE1B	Homo sapiens (Human)	359
PPARA		B0QYX1	B0QYX1_HUMAN	unreviewed	Peroxisome proliferator-activated receptor alpha (Fragment)	PPARA SC22CB-5E3.5-003	Homo sapiens (Human)	133
PPARA		B0QYX2	B0QYX2_HUMAN	unreviewed	Peroxisome proliferator-activated receptor alpha (Fragment)	PPARA SC22CB-5E3.5-009	Homo sapiens (Human)	69
PPARA		F1D8S4	F1D8S4_HUMAN	unreviewed	Peroxisome proliferative activated receptor, alpha, isoform CRA_a (Peroxisome proliferator-activated nuclear receptor alpha variant 3)	NR1C1 PPARA hCG_41801	Homo sapiens (Human)	468
PPARA		L8E859	L8E859_HUMAN	unreviewed	Alternative protein PPARA	PPARA	Homo sapiens (Human)	44
PPARA		Q07869	PPARA_HUMAN	reviewed	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	PPARA NR1C1 PPAR	Homo sapiens (Human)	468
PPARA		Q86SF0	Q86SF0_HUMAN	unreviewed	Peroxisome proliferator-activated receptor alpha (Fragment)	PPARA SC22CB-5E3.5-002	Homo sapiens (Human)	9
PRDX6		P30041	PRDX6_HUMAN	reviewed	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (Red blood cells page spot 12)	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	224
PRDX6		V9HWC7	V9HWC7_HUMAN	unreviewed	Epididymis secretory sperm binding protein Li 128m (Peroxiredoxin 6, isoform CRA_a)	HEL-S-128m PRDX6 hCG_22109	Homo sapiens (Human)	224
PSME1		H0YKK6	H0YKK6_HUMAN	unreviewed	Proteasome activator complex subunit 1	PSME1	Homo sapiens (Human)	90
PSME1		H0YLU2	H0YLU2_HUMAN	unreviewed	Proteasome activator complex subunit 1 (Fragment)	PSME1	Homo sapiens (Human)	114
PSME1		Q06323	PSME1_HUMAN	reviewed	Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1 IFI5111	Homo sapiens (Human)	249
PSME1		Q6FHU3	Q6FHU3_HUMAN	unreviewed	PSME1 protein (Fragment)	PSME1	Homo sapiens (Human)	249
PTPRG		L8E7E6	L8E7E6_HUMAN	unreviewed	Alternative protein PTPRG	PTPRG	Homo sapiens (Human)	41
PTPRG		O60420	O60420_HUMAN	unreviewed	Protein tyrosine phosphatase gamma (Fragment)	PTPRG	Homo sapiens (Human)	142
